Date Added,Bean ID #,Roaster,Roast Name,General Tags,Roast Degree,Origins,Regions,Producer Info,Elevation (MASL),Varietals,Process,Processing Tags,Price/Bag,Gram/Bag,Retail Price/Cup (20g),Bulk Price/Cup (20g),Roaster Region,Roaster Country,Tasting Notes,General Tasting Notes,Link,Available?
7/23/2024,4231,Weekenders Coffee,COLOMBIA Jose Herman Salazar,"Single Origin, Single Varietal, Traceable",Light,Colombia,"Huila, Pitalito",Jose Herman Salazar,"1,760.00",Bourbon Aji,Washed,Washed,$22.25,200,$2.23,$2.23,APAC,Japan,"Fruity, Tropical Fruits, Pineapple, Cherry, Black Forest Cake","Berries, Common Fruit, Sweet, Creamy, Tropical Fruit",https://www.weekenderscoffee.com/onlineshop/beans/colombia-aji/index.html,NO
7/23/2024,4230,warmth,"KIUNYU AA / SL28, SL34, Ruiru11, Batian - Washed / KENYA","Single Origin, Traceable",Light,Kenya,Kiandumu、Kirinyaga,"Karithathi Farmers Cooperative Society, Kiunyu Factory","1,650.00","Sl28, Sl34, Ruiru11, Batian",Washed,Washed,$15.88,150,$2.12,$1.69,APAC,Japan,"Sweet And Sour Black Tea Reminiscent Of Hibiscus Tea, Sweetness And Umami From Drying Fresh Fruit","Acidic, Floral, Common Fruit, Sweet, Tea Like",https://mainwarmth.stores.jp/items/66878bae09d6300435223f08,NO
7/23/2024,4229,Proud Mary Coffee Melbourne,"Panama | Hacienda La Esmeralda - Jaramillo | Geisha | Natural | Filter | 
100g","Single Origin, Single Varietal, Traceable",Filter,Panama,"Palmira, Boquete","Peterson Family, Hacienda La Esmeralda","1,700.00",Geisha,Washed,Washed,$85.00,100,$17.00,$17.00,APAC,Australia,"Passionfruit, Black Plum, Stone Fruit, Tropcal","Common Fruit, Stone Fruit, Tropical Fruit",https://www.proudmarycoffee.com.au/collections/coffee/products/panama-hacienda-la-esmeralda-jaramillo-geisha-natural-filter-100g,NO
7/23/2024,4228,Proud Mary Coffee Melbourne,"Panama | Hacienda La Esmeralda - Jaramillo | Geisha | Natural | Filter | 
100g","Single Origin, Single Varietal, Traceable",Filter,Panama,"Palmira, Boquete","Peterson Family, Hacienda La Esmeralda","1,700.00",Geisha,Natural,Natural,$125.00,100,$25.00,$25.00,APAC,Australia,"Passionfruit, Black Plum, Stone Fruit, Tropcal","Common Fruit, Stone Fruit, Tropical Fruit",https://www.proudmarycoffee.com.au/collections/coffee/products/panama-hacienda-la-esmeralda-jaramillo-geisha-natural-filter-100g,NO
7/23/2024,4227,Onibus Coffee,KENYA / Kii AA,"Single Origin, Traceable",Filter,Kenya,Kirinyaga,"Rungeto Farmers Cooperative Society, Kii Factory","1,619.00","Sl34, Sl28, Ruiru11",Washed,Washed,$10.00,100,$2.00,$1.12,APAC,Japan,"Green Apple, Lemon Candy, Orange, Smooth Mouthfeel","Balanced, Citrus Fruit, Common Fruit, Creamy, Sweet, Tropical Fruit",https://onibuscoffee.com/en/collections/all-items/products/kenya-kii-aa,NO
7/22/2024,4226,Dak Coffee Roasters,Macarena - Honduras,"Single Origin, Single Varietal, Traceable",Omni,Honduras,"Chinacla, La Paz","Marysabel Caballero & Moisés Herrera, La Pedro","1,620.00",Catuai,Natural,Natural,$14.00,250,$1.12,$1.07,EMEA,Netherlands,"Cherry Syrup, Blackberry, Hazelnut, Milk Chocolate","Berries, Chocolate, Nutty, Sweet, Creamy",https://www.dakcoffeeroasters.com/shop/coffee/macarena,NO
7/22/2024,4225,Dak Coffee Roasters,Lulo Bingo - Colombia,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Circasia, Quindio","Edwin Enrique Noreña, Finca Campo Hermosa","1,750.00",Caturra,Honey Carbonic Maceration Coferment,"Honey, Carbonic Maceration, Cofermentation",$28.00,200,$2.80,$2.75,EMEA,Netherlands,"Orange, Vanilla Ice Cream, Passion Fruit, Pineapple","Creamy, Common Fruit, Sweet, Tropical Fruit, Citrus Fruit",https://www.dakcoffeeroasters.com/shop/coffee/lulo-bingo,NO
7/22/2024,4224,Dak Coffee Roasters,Jazz Fruits - Ethiopia,"Single Origin, Traceable",Espresso,Ethiopia,-,Assefa and Mulugeta Dukamo - Daye Bensa ,"2,000.00",Ethiopian Landraces,Natural,Natural,$13.25,250,$1.06,$1.01,EMEA,Netherlands,"Strawberry, White Chocolate, Orange","Berries, Chocolate, Tropical Fruit, Citrus Fruit",https://www.dakcoffeeroasters.com/shop/coffee/jazz-fruits,CHECK LINK
7/22/2024,4223,Dak Coffee Roasters,Fluffy Peach - Ethiopia,"Single Origin, Traceable",Omni,Ethiopia,-,"Negusse Debela, SNAP Coffee, Worka Chelbesa, Worka Chelbesa Washing Station","2,000.00",Wolisho & Dega,Washed,Washed,$14.95,250,$1.20,$1.14,EMEA,Netherlands,"White Peach, Milky Oolong, Elderflower","Creamy, Floral, Stone Fruit, Tea Like",https://www.dakcoffeeroasters.com/shop/coffee/fluffy-peach,YES
7/22/2024,4222,Dak Coffee Roasters,Blueberry Boom - Ethiopia,"Single Origin, Traceable",Omni,Ethiopia,-,Esayas Beriso,"2,000.00",Ethiopian Heirlooms,Anaerobic Natural,"Anaerobic Fermentation, Natural, Dried on Raised Beds",$18.75,250,$1.50,$1.45,EMEA,Netherlands,"Blueberry, Cream Soda, Purple Fruits","Berries, Creamy, Common Fruit, Sweet",https://www.dakcoffeeroasters.com/shop/coffee/blueberry-boom,NO
7/22/2024,4221,Calendar Coffee, TEAMWORK Seasonal Espresso | Colombia ,"Single Origin, Traceable, Cost Transparent",Espresso,Colombia,"Gigante, Huila",Multiple smallholder farmers,1500 - 1900,Caturra & Colombia,Washed,Washed,$17.00,250,$1.36,$0.89,EMEA,Ireland,Caramel Citrus,"Caramel, Citrus Fruit",https://calendarcoffee.ie/collections/fresh-harvests/products/teamwork-seasonal-espresso-colombia-5,NO
7/22/2024,4220,Bonanza Coffee Roasters,Samii HaloETHIOPIA,"Single Origin, Traceable",Omni,Ethiopia,"Yirgacheffe, Gedeo","Boledu Coffee, Halo Beriti Washing Station","2,100.00",Ethiopian Heirlooms,Washed,Washed,$19.89,250,$1.59,$1.59,EMEA,Germany,"Peach, Forest Fruits, Honey","Floral, Common Fruit, Stone Fruit, Sweet",https://shop.bonanzacoffee.de/products/samii-halo-copy,NO
7/22/2024,4219,Banibeans, Colombia Nestor Lasso - natural pink bourbon ,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Bruselas, Pitalito, Huila","Nestor & Adrian Lasso, Finca El Diviso","1,750 - 1,800",Pink Bourbon,Natural,Natural,$15.56,250,$1.24,$1.24,EMEA,Slovenia,"White Chocolate, Cherry","Berries, Chocolate",https://banibeans.si/products/colombia-nestor-lasso-natural-pink-bourbon,YES
7/22/2024,4218,Banibeans, Ethiopia Chelbesa - washed ,"Single Origin, Traceable",Filter,Ethiopia,Yirgacheffe,"Negusse Debela, SNAP Coffee, Worka Chelbesa, Worka Chelbesa Washing Station","2,050.00",Ethiopian Heirlooms,Washed,"Washed, Shade-Dried, Carbonic Maceration",$15.00,250,$1.20,$1.20,EMEA,Slovenia,"Lemon, Black Tea, Floral","Citrus Fruit, Floral, Tea Like",https://banibeans.si/products/ethiopia-chelbesa-washed,YES
7/22/2024,4217,Banibeans, Colombia Las Perlitas - washed chiroso ,"Single Origin, Single Varietal, Traceable",Filter,Colombia,Huila,Las Perlitas,"1,900.00",Chiroso,Washed,Washed,$18.34,250,$1.47,$1.47,EMEA,Slovenia,"Orange Peel, Citrus, Spice","Citrus Fruit, Spiced, Tropical Fruit",https://banibeans.si/products/rwanda-gasharu-anaerobic-natural-copy,YES
7/22/2024,4216,Banibeans, Ethiopia Keramo - natural ,"Single Origin, Traceable",Filter,Ethiopia,Sidamo,"Assefa Dukamo Korma and Mulugeta Dukamo, Daye Bensa Coffee, Keramo Washing Station",2000 - 2300,74112 & Ethiopian Heirlooms,Natural,Natural,$16.11,250,$1.29,$1.29,EMEA,Slovenia,"Blueberry, Apple, Floral","Berries, Common Fruit, Floral",https://banibeans.si/products/ethiopia-keramo-natural,YES
7/22/2024,4215,19 Grams Coffee, Fazenda Santuàrio Sul Sudan Rume - Brazil Filter ,"Single Origin, Single Varietal, Traceable",Filter,Brazil,Carmo De Minas,"Luiz Paulo Dias Pereira Filho, Santuario Sul","1,400.00",Sudan Rume,Natural,Natural,$15.56,250,$1.24,$1.56,EMEA,Germany,"Maple Syrup, Almond, Stewed Blackberries","Berries, Nutty, Sweet",https://19grams.coffee/en/products/fazenda-santuario-sul-starmaya-brasilien-filter,CHECK LINK
7/22/2024,4214,19 Grams Coffee, Las Lajas - Costa Rica Filter ,"Single Origin, Single Varietal, Traceable",Filter,Costa Rica,"Poas, Central Valley","Oscar and Francisca Chacón, Finca Las Lajas","1,500.00",Sl28,Black Honey,Honey,$23.34,200,$2.33,$1.87,EMEA,Germany,"Passionfruit, Mango, Raspberry Jam","Berries, Sweet, Tropical Fruit, Stone Fruit",https://19grams.coffee/en/products/las-lajas-lima-costa-rica-espresso,CHECK LINK
7/22/2024,4213,Coava Coffee Roasters,Java Papatong,"Single Origin, Traceable",Omni,Indonesia,"Garut And Ciwidey, Java","Pak Sudarman, Elza Fransisca",1400 - 1600,"Typica, Sigarar Utang",Washed,Washed,$20.00,300,$1.33,$1.07,NA,USA,"Papaya, Nutmeg, Black Tea","Nutty, Tea Like, Berries, Tropical Fruit",https://shop.coavacoffee.com/collections/coffee/products/java-papatong,YES
7/22/2024,4212,Rabbit Hole Roasters,Humure Dark,"Single Origin, Single Varietal, Traceable, Cost Transparent",Medium Dark,Rwanda,-,"Stratton Nzaramba, Multiple smallholder farmers, Humure washing station",-,Red Bourbon,Washed,Washed,$16.00,250,$1.28,$0.89,NA,Canada,"Caramel, Cooked Pear, Dried Apricots","Caramel, Dried Fruit, Common Fruit, Stone Fruit, Sweet",https://www.rabbitholeroasters.com/collections/all-coffee/products/humure-dark,NO
7/22/2024,4211,Rabbit Hole Roasters,Humure,"Single Origin, Single Varietal, Traceable, Cost Transparent",Light,Rwanda,-,"Stratton Nzaramba, Multiple smallholder farmers, Humure washing station",-,Red Bourbon,Washed,Washed,$16.00,250,$1.28,$0.89,NA,Canada,"Brown Sugar, Nectarine, Raisin","Caramel, Dried Fruit, Stone Fruit, Sweet",https://www.rabbitholeroasters.com/collections/all-coffee/products/humure,NO
7/22/2024,4210,Rabbit Hole Roasters,Mahwit Alchemy,"Single Origin, Single Varietal, Traceable, Cost Transparent",Light,Yemen,"Al Mahwit, Wadi Mahyad","Multiple smallholder farmers, Wadi Mahyad",-,Yemenia,Natural,Natural,$34.00,100,$6.80,$3.82,NA,Canada,"Gooseberry, Almond Paste, Cane Sugar, Red Clover Blossom, Boozy","Berries, Fermented, Floral, Nutty, Spiced, Sweet",https://www.rabbitholeroasters.com/collections/all-coffee/products/mahwit-alchemy,NO
7/22/2024,4209,Rabbit Hole Roasters,Wadi Mahyad,"Single Origin, Single Varietal, Traceable, Cost Transparent",Light,Yemen,"Al Mahwit, Wadi Mahyad","Multiple smallholder farmers, Wadi Mahyad",-,Yemenia,Natural,Natural,$22.00,250,$1.76,$1.48,NA,Canada,"Watermelon, Goji Berries, Brown Sugar, Baking Spices","Berries, Caramel, Roasty, Spiced, Sweet, Tropical Fruit",https://www.rabbitholeroasters.com/collections/all-coffee/products/wadi-mahyad,YES
7/22/2024,4208,Passenger Coffee,Familia Morales Rivera,"Single Origin, Traceable, Cost Transparent",-,Ecuador,"San Jose De Minas, Pichincha","Familia Morales Rivera, Galo Fernando Morales Rivera, Finca Cruz Loma","1,450.00","Sidra, Mejorado",Anaerobic Washed,"Washed, Anaerobic Fermentation",$98.75,142,$13.93,$10.73,NA,USA,"Citrus, Florals, Tropical Fruit","Citrus Fruit, Floral, Common Fruit, Sweet, Tropical Fruit",https://passengercoffee.com/products/familia-morales-rivera-cup-of-excellence,YES
7/22/2024,4207,Monogram Coffee,Mil Cumbres,"Single Origin, Single Varietal, Traceable",Filter,Panama,Cordillera,"Mario Fonseca, Mil Cumbres",-,Mokka,Natural,Natural,$33.00,150,$4.40,$4.40,NA,Canada,"Nectarine, Milk Chocolate, Black Tea","Chocolate, Stone Fruit, Tea Like, Berries, Creamy",https://monogramcoffee.com/en-us/collections/exceptional/products/mil-cumbres-pre-sale-next-roast-on-august-1-2024,NO
7/22/2024,4206,Monogram Coffee,Miguel Angel Ruiz,"Single Origin, Single Varietal, Traceable",Filter,Honduras,Santa Barbara,"Miguel Angel Ruiz, Farm located in La Leona",-,Pacas,Washed,Washed,$22.00,300,$1.47,$1.23,NA,Canada,"Almond, Plum, White Tea","Nutty, Stone Fruit, Tea Like, Berries",https://monogramcoffee.com/en-us/collections/wonder/products/miguel-angel-ruiz,YES
7/22/2024,4205,Archers Coffee, Honduras - Finca Mira Flores Lot 22 ,"Single Origin, Traceable",Filter,Honduras,Santa Rosa De Copán,"Carlos Roberto Hernandez, Cafesmo, Finca Cascaritas","1,300.00","Parainema, Obata",Natural,Natural,$147.16,250,$11.77,$0.87,EMEA,UAE,"Mango, Cherry, Caramel, Well-Balanced","Balanced, Berries, Caramel, Tropical Fruit, Stone Fruit",https://archerscoffee.com/collections/coffee/products/honduras-finca-mira-flores-lot-22,YES
7/22/2024,4204,Archers Coffee, Honduras - Finca Cascaritas Lot 19 ,"Single Origin, Traceable",Espresso,Honduras,Santa Rosa De Copán,"Moises Hidardo Hernandez, Cafesmo, Finca Cascaritas","1,300.00","Parainema, Catuai",Natural,Natural,$13.07,250,$1.05,$0.84,EMEA,UAE,"Cooked Brown Sugar, Almond, Apple, Dark Plum","Caramel, Common Fruit, Nutty, Stone Fruit, Sweet",https://archerscoffee.com/collections/coffee/products/honduras-finca-cascaritas-lot-19,YES
7/22/2024,4203,Market Lane Coffee, Huke ,"Single Origin, Single Varietal, Traceable",Filter,Ethiopia,"Yirgacheffe, Gedeo","Testi coffee, Multiple smallholder farmers",-,Jarc 74148,Washed,Washed,$19.14,250,$1.53,$1.37,APAC,Australia,Sweet Orange And Dried Apricot With A Bergamot Finish,"Citrus Fruit, Dried Fruit, Stone Fruit, Sweet, Tropical Fruit, Fermented",https://marketlane.com.au/collections/filter-beans/products/huke,NO
7/22/2024,4202,Market Lane Coffee, Juana Mamani ,"Single Origin, Single Varietal, Traceable",Filter,Bolivia,"Uchumachi, Caranavi","Juana and Juan Mamani, Buena Vista Mill",-,Caturra,Washed,Washed,$20.51,250,$1.64,$1.44,APAC,Australia,Almond And Pear With A Lingering Cocoa Finish,"Chocolate, Common Fruit, Nutty, Fermented",https://marketlane.com.au/collections/filter-beans/products/juana-mamani,YES
7/22/2024,4201,Market Lane Coffee, Hadeso ,"Single Origin, Traceable",Espresso,Ethiopia,"Shakisso, Guji","Testi coffee, Multiple smallholder farmers",-,"Kurume, Wolisho",Natural,Natural,$16.41,250,$1.31,$1.12,APAC,Australia,Peach And Strawberry With A Cocoa Finish,"Berries, Chocolate, Stone Fruit, Fermented",https://marketlane.com.au/collections/espresso-beans/products/hadeso-espresso-beans,NO
7/22/2024,4200,Market Lane Coffee, Cafundó ,"Single Origin, Single Varietal, Traceable",Espresso,Brazil,Bahia,"Pedro Santana and Delzute Araujo Mesquita, Cafundó",-,Catuaí,Pulped Natural,Natural,$16.41,250,$1.31,$1.12,APAC,Australia,Creamy Texture With Raisin And Hazelnut Praline,"Caramel, Nutty, Creamy, Sweet, Dried Fruit",https://marketlane.com.au/collections/espresso-beans/products/cafundo-filter-beans,NO
7/22/2024,4199,Fritz Coffee Company,Jimma Gera Gato Natural,"Single Origin, Traceable",-,Ethiopia,Jimma Gera,"Habtamu Fikadu Aaga, Gato",-,"74110, 74112",Natural,Natural,$13.49,200,$1.35,$1.35,APAC,South Korea,"Darjeeling Tea, Berry, Dried Fruit, Zest Notes Finish","Berries, Citrus Fruit, Dried Fruit, Common Fruit, Tea Like",https://fritz.co.kr/product/detail.html?product_no=1535&cate_no=24&display_group=1,NO
7/22/2024,4198,Prolog Coffee,Garmas by Maximiliano Garcia,"Single Origin, Single Varietal, Traceable",Omni,Peru,San Ignacio,"maximiliano garcia, Farm located in  El Huabo","1,710.00",Geisha,Washed,Washed,$26.00,200,$2.60,$2.40,EMEA,Denmark,"Peach, Citrus, White Tea","Citrus Fruit, Stone Fruit, Tea Like, Berries",https://www.prologcoffee.com/collections/buy-our-coffee/products/maximiliano-garcia-washed-geisha,NO
7/22/2024,4197,Prolog Coffee,Paredes Collective,"Single Origin, Traceable",Omni,Peru,Cutervo,"aromas del valle, Paredes Collective",2000 - 2100,"Bourbon, Caturra, Pache",Washed,Washed,$19.00,250,$1.52,$1.34,EMEA,Denmark,"Caramel, Red Apple, Black Tea","Caramel, Common Fruit, Tea Like, Berries",https://www.prologcoffee.com/collections/buy-our-coffee/products/paredes-collective,NO
7/22/2024,4196,Mok Coffee," Colombia, La Esperanza, Natural","Single Origin, Single Varietal, Traceable",Omni,Colombia,Quindio,"Jairo Lopez, La Esperanza",-, Castillo,Natural,Natural,$26.67,250,$2.13,$1.98,EMEA,Belgium,"Dark Chocolate, Dried Cranberry And Prune","Berries, Chocolate, Dried Fruit",https://mokcoffee.be/collections/coffee/products/colombia-la-esperanza-natural,NO
7/22/2024,4195,Mok Coffee," Kenya, Mukunga AB, Washed (Filter only)","Single Origin, Traceable",Filter,Kenya,Kiambu,Mukunga Estate,-,"	Ruiru 11, Sl28",Washed,Washed,$18.89,250,$1.51,$1.33,EMEA,Belgium,"Light Body And Fruity With A Pink Rhubarb And Redcurrant Sweetness, Notes Of Lime Zest And A Fresh, Sparkling Acidity","Vegetal, Acidic, Citrus Fruit, Clean, Creamy, Common Fruit, Sweet, Berries, Fermented",https://mokcoffee.be/collections/coffee/products/kenya-mukunga-ab-washed-filter-only,NO
7/22/2024,4194,Manhattan Coffee Roasters,El Vergel Decaf,"Single Origin, Traceable",Omni,Colombia,"Fresno, Tolima","Shady & Elias Bayter, El Vergel","1,450.00",Red And Yellow Caturra,Anaerobic Natural Ethyl Acetate Decaf,"Natural, Anaerobic Fermentation, Controlled Drying, Decaffeinated, Ethyl Acetate Decaffeination",$15.56,250,$1.24,$1.17,EMEA,Netherlands,"Red Apple, Raspberry, Juicy, Golden Syrup, Silky","Berries, Common Fruit, Creamy, Sweet",https://manhattancoffeeroasters.com/catalog/coffee/el-vergel-decaf,YES
7/22/2024,4193,Manhattan Coffee Roasters,Gisele Almeida,"Single Origin, Single Varietal, Traceable",Omni,Brazil,Mata De Minas,"gisele almeida, sítio almeida",600.00,Catimor,Pulped Natural,Natural,$15.56,250,$1.24,$1.17,EMEA,Netherlands,"Juicy, Pineapple, Custard Apple, Yellow Jelly","Common Fruit, Creamy, Sweet, Tropical Fruit",https://manhattancoffeeroasters.com/catalog/coffee/gisele-almeida-1,YES
7/22/2024,4192,Leuchtfeuer Coffee,Samii Benti Halo,"Single Origin, Traceable, Cupping Score",Light,Ethiopia,"Gedeo, Gedeb","Multiple smallholder farmers, Halo Washing Station",1950 - 2100,Ethiopian Heirlooms,Washed,Washed,$16.00,250,$1.28,$1.28,EMEA,Germany,"White Flowers, Honeydew Melon, Orange, Kumquat","Citrus Fruit, Floral, Common Fruit, Tropical Fruit",https://www.leuchtfeuer.coffee/en-in/collections/alle-produkte-specialty-coffee/products/samii-benti-halo,YES
7/22/2024,4191,Koppi Roasters," Colombia - Finca El Porvenir ""Caturra"" 250g ","Single Origin, Single Varietal, Traceable",Filter,Colombia,"Palestina, Huila","Sandra Milena Mora & Hector Coy, Finca El Porvenir",1750 - 1850,Caturra Mejorado,Washed,"Washed, Hand Sorted, Shade-Dried, Dried on Raised Beds, Multi-Stage Fermentation",$22.00,250,$1.76,$1.76,EMEA,Sweden,"Dark Chocolate, Caramel, Berries","Berries, Caramel, Chocolate",https://koppi.se/products/colombia-finca-el-porvenir-250g,YES
7/22/2024,4190,Glitch Coffee & Roasters,Ethiopia Guji Uraga | 150g,"Single Origin, Traceable",Filter,Ethiopia,Guji,"Israel Degfa, Uraga",2095 - 2120,"Ethiopian Heirlooms, 74158",Natural,Natural,$20.88,150,$2.78,$2.78,APAC,Japan,"Goji Berry, Mandarin Orange, Assam Tea, Black Cherry, Hazelnut, Smooth, Bright Acidity","Balanced, Berries, Citrus Fruit, Tropical Fruit, Complex, Nutty, Tea Like",https://shop.glitchcoffee.com/en/collections/all-product/products/new-ethiopia-tamiru-bensa-murago-village-150g,YES
7/22/2024,4189,Glitch Coffee & Roasters,Rwanda Huye Simbi | 150g,"Single Origin, Single Varietal, Traceable",Filter,Rwanda,Huye Simbi,"Multiple smallholder farmers, Simbi Washing Station","1,763.00",Bourbon,Anaerobic Natural,"Natural, Anaerobic Fermentation",$17.62,150,$2.35,$2.35,APAC,Japan,"Raisin, Blueberry, Hazelnut, Blood Orange, Cacao","Berries, Chocolate, Dried Fruit, Nutty, Tropical Fruit, Citrus Fruit",https://shop.glitchcoffee.com/en/collections/all-product/products/new-rwanda-huye-simbi-150g-1,NO
7/22/2024,4188,Glitch Coffee & Roasters,Colombia Cauca Juan Martin | 150g,"Single Origin, Single Varietal, Traceable",Filter,Colombia,Cauca,Juan Martin,"2,050.00",Pink Bourbon,Natural,"Natural, Controlled Drying, Dried on Raised Beds",$17.59,150,$2.35,$2.35,APAC,Japan,"Chocolate, Orange, Mango, Tropical Fruit, Thyme","Chocolate, Common Fruit, Herbal, Tropical Fruit, Stone Fruit, Citrus Fruit",https://shop.glitchcoffee.com/en/collections/all-product/products/copy-colombia-juan-martin-pink-bourbon-150g,NO
7/22/2024,4187,Glitch Coffee & Roasters,Colombia CGLE Las Margaritas “Sudan Rume” | 50g,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Valle Del Cauca, Caicedonia","Rigoberto and Luis Eduardo Herrera, Cafe Granja La Esperanza (CGLE), Las Margaritas","1,570 - 1,850",Sudan Rume,Natural,"Natural, Sun-Dried",$33.86,50,$13.54,$13.54,APAC,Japan,"Juniper Berry, Marigold, Muscat, Thyme, Pink Grapefruit","Berries, Citrus Fruit, Floral, Spiced, Fermented, Herbal",https://shop.glitchcoffee.com/en/collections/all-product/products/new-colombia-cgle-las-margaritas-sudan-rume-50g,NO
7/22/2024,4186,Rogue Wave Coffee Co, Colombia - El Vergel Decaf Natural ,"Single Origin, Traceable",Omni,Colombia,"Fresno, Tolima","Shady & Elias Bayter, El Vergel","1,500.00",Red And Yellow Caturra,Natural Ethyl Acetate Decaf,"Natural, Decaffeinated, Ethyl Acetate Decaffeination",$19.00,340,$1.12,$1.04,NA,Canada,"Cherry, Hot Chocolate, Peach, Orange","Berries, Chocolate, Stone Fruit, Tropical Fruit, Citrus Fruit",https://roguewavecoffee.ca/products/colombia-el-vergel-decaf-natural,NO
7/22/2024,4185,Rogue Wave Coffee Co, Kenya - Kiganjo AA | Washed ,"Single Origin, Traceable",Filter,Kenya,Kiambu,"Thiririka Farmers Cooperative Society, Kiganjo Factory","1,800.00","Sl28, Sl34, Ruiru11",Washed,Washed,$18.50,340,$1.09,$0.96,NA,Canada,"Black Currant, Apricot, Mandarin, Blueberry","Berries, Citrus Fruit, Tropical Fruit, Stone Fruit",https://roguewavecoffee.ca/products/kenya-kiganjo-aa-washed,YES
7/22/2024,4184,Regalia Coffee,Gakuyu-Ini AB,"Single Origin, Traceable",-,Kenya,Kirinyaga,"Thirikwa Farmers Cooperative Society, Gakuyuini Coffee Factory","1,567.00","Sl28, Sl34",Washed,Washed,$22.00,300,$1.47,$1.03,NA,USA,"Clean Tropical Fruit, Zest, And White Grape","Common Fruit, Citrus Fruit, Clean, Tropical Fruit",https://regaliacoffee.com/products/gakuyu-ini-ab,NO
7/22/2024,4183,Sweet Bloom Coffee,Nery Montilla Lot 3,"Single Origin, Single Varietal, Traceable, Cost Transparent",Omni,Colombia,Huila,Nery Montilla,"1,759.00",Caturra,Washed,Washed,$23.25,340,$1.37,$1.23,NA,USA,"Mandarin, Browned Butter, Panela","Caramel, Sweet, Citrus Fruit, Tropical Fruit, Creamy",https://sweetbloomcoffee.com/product/nery-montilla-lot-3/,NO
7/22/2024,4182,Dayglow Coffee, E03 ,"Single Origin, Single Varietal, Traceable",-,Colombia,"Calarcá, Quindío","Sebastián Ramírez, Fincas El Placer","1,744.00",Caturra,Black Honey/ Cofermented,"Anaerobic Fermentation, Cofermentation, Yeast Inoculated, Inoculated",$45.00,250,$3.60,$3.60,NA,USA,"Saturn Peach, Dragonfruit, Loquat","Citrus Fruit, Stone Fruit, Tropical Fruit",https://dayglow.coffee/products/e03,NO
7/22/2024,4181,Dayglow Coffee, W04 ,"Single Origin, Traceable",-,Colombia,"Santa Barbara, Antioquia","Andres Cardona, Villa Lucia","1,650.00","Castillo, Colombia ",Black Honey,"Honey, Dried on Raised Beds",$29.00,250,$2.32,$2.32,NA,USA,"Black Currant, Apricot, Orange Wine","Berries, Stone Fruit, Sweet, Common Fruit, Tropical Fruit, Citrus Fruit, Fermented",https://dayglow.coffee/products/w04,YES
7/22/2024,4180,Subtext Coffee Roasters,"Mexico Amatenango, Washed MWP Decaf","Single Origin, Traceable, Cost Transparent",Espresso,Mexico,"Amatenango, Chiapas",Smallholders of Amatenango de la Frontera,"1,500.00","Typica, Bourbon, Garnica, Catuai",Washed - Mountain Water Process Decaf,"Washed, Decaffeinated, Mountain Water Decaffeination, Water Process Decaffeination",$17.00,250,$1.36,$1.04,NA,Canada,"Almond, Chocolate, Baking Spice","Chocolate, Nutty, Roasty, Spiced",https://www.subtext.coffee/collections/espresso-coffee-beans/products/mexico-amatenango-washed-mwp-decaf,YES
7/22/2024,4179,Subtext Coffee Roasters,"Ethiopia Kecho Anderacha Espresso, Washed 74112","Single Origin, Single Varietal, Traceable, Cost Transparent, Cupping Score",Espresso,Ethiopia," Kecho Anderacha, Gera, Jimma","Mike Mamo & Smallholders of Kecho Anderacha, Telila Central Washing Station","2,000.00",74112,Washed,"Washed, Dried on Raised Beds",$17.00,250,$1.36,$1.04,NA,Canada,"Lemon Candy, Stone Fruit, Floral","Citrus Fruit, Floral, Common Fruit, Stone Fruit, Sweet",https://www.subtext.coffee/collections/espresso-coffee-beans/products/ethiopia-kecho-anderacha-espresso-washed-74113,NO
7/22/2024,4178,Subtext Coffee Roasters,"Mexico Amatenango, Washed MWP Decaf","Single Origin, Traceable, Cost Transparent",Filter,Mexico,"Amatenango, Chiapas",Smallholders of Amatenango de la Frontera,"1,500.00","Typica, Bourbon, Garnica, Catuai",Washed - Mountain Water Process Decaf,"Washed, Decaffeinated, Mountain Water Decaffeination, Water Process Decaffeination",$17.00,250,$1.36,$1.04,NA,Canada,"Almond, Chocolate, Baking Spice","Chocolate, Nutty, Roasty, Spiced",https://www.subtext.coffee/collections/filter-coffee-beans/products/mexico-amatenango-washed-mwp-decaf,YES
7/22/2024,4177,Subtext Coffee Roasters,"Peru Jhonny Saavedra, Washed Catuai","Single Origin, Single Varietal, Traceable, Cost Transparent, Cupping Score",Filter,Peru,"El Huabo, Cajamarca","Jhonny Saavedra, Finca El Acerillo","1,815.00",Marshell,Washed,"Washed, Sun-Dried",$17.74,250,$1.42,$1.09,NA,Canada,"Raisin, Chocolate, Yellow Apple","Chocolate, Common Fruit, Dried Fruit, Spiced, Sweet",https://www.subtext.coffee/collections/filter-coffee-beans/products/peru-jhonny-saavedra-washed-catuai,NO
